"org","orgLabel"
"http://scholars.cornell.edu/individual/org49736","SMITHSONIAN ASTROPHYSICAL OBSERVATORY"
"http://scholars.cornell.edu/individual/org90723","LAWRENCE BERKELEY NATIONAL LABORATORY"
"http://scholars.cornell.edu/individual/org32923","NYS DEPT OF HEALTH"
"http://scholars.cornell.edu/individual/org90770","SLOAN FOUNDATION"
"http://scholars.cornell.edu/individual/org62214","Feil Family Brain and Mind Research Institute (BMRI)"
"http://scholars.cornell.edu/individual/org91675","UPPSALA UNIVERSITY"
"http://scholars.cornell.edu/individual/org31858","College of Architecture, Art, and Planning"
"http://scholars.cornell.edu/individual/org49978","UNIVERSITY OF CALIFORNIA, SANTA CRUZ"
"http://scholars.cornell.edu/individual/org42303","SUSTAINABLE FORESTRY INITIATIVE"
"http://scholars.cornell.edu/individual/org35291","South Asia Program"
"http://scholars.cornell.edu/individual/org67020","THRASHER RESEARCH FUND"
"http://scholars.cornell.edu/individual/org51375","Economics"
"http://scholars.cornell.edu/individual/org86203","Food Science"
"http://scholars.cornell.edu/individual/org90645","SHELL"
"http://scholars.cornell.edu/individual/org50008","Kroch Library, Division of Asia Collections"
"http://scholars.cornell.edu/individual/org41149","ELLISON MEDICAL FOUNDATION"
"http://scholars.cornell.edu/individual/org92798","Computing and Information Science"
"http://scholars.cornell.edu/individual/org50516","Hotel Library (Nestle Hotel Library)"
"http://scholars.cornell.edu/individual/org33149","ILLINOIS/INDIANA SEA GRANT"
"http://scholars.cornell.edu/individual/org99197","CALIFORNIA DEPT OF FOOD AND AGRICULTURE"
"http://scholars.cornell.edu/individual/org54087","New York State Wine Analytical Laboratory"
"http://scholars.cornell.edu/individual/org57944","UNIVERSITY OF SOUTH CAROLINA"
"http://scholars.cornell.edu/individual/org16390","IOWA STATE UNIVERSITY"
"http://scholars.cornell.edu/individual/org74332","CENTRE NATIONAL DE LA RECHERCHE SCIENTIFIQUE"
"http://scholars.cornell.edu/individual/org85246","Cornell Institute for Public Affairs (CIPA)"
"http://scholars.cornell.edu/individual/org17024","Weill Cornell Medical College (Doha, Qatar)"
"http://scholars.cornell.edu/individual/org25459","THE CRAIG H. NEILSEN FOUNDATION"
"http://scholars.cornell.edu/individual/org58067","Microbiology"
"http://scholars.cornell.edu/individual/org91322","German Studies"
"http://scholars.cornell.edu/individual/org97822","Cornell Center for Advanced Computing (CAC)"
"http://scholars.cornell.edu/individual/org66059","NYS DEVELOPMENTAL DISABILITIES PLANNING COUNCIL"
"http://scholars.cornell.edu/individual/org26052","INTERNATIONAL LIVESTOCK RESEARCH INSTITUTE"
"http://scholars.cornell.edu/individual/org41979","DRURY UNIVERSITY"
"http://scholars.cornell.edu/individual/org99502","MAGEE TECHNOLOGIES LLC"
"http://scholars.cornell.edu/individual/org90720","AIR FORCE RESEARCH LABORATORY"
"http://scholars.cornell.edu/individual/org40545","Phyllis and David Komansky Center for Children's Health"
"http://scholars.cornell.edu/individual/org57912","SYNGENTA SEED INC."
"http://scholars.cornell.edu/individual/org57374","AIR FORCE OFFICE OF SCIENTIFIC RESEARCH"
"http://scholars.cornell.edu/individual/org42200","Near Eastern Studies"
"http://scholars.cornell.edu/individual/org79111","Cornell Waste Management Institute (CWMI)"
"http://scholars.cornell.edu/individual/org42276","GAP FOUNDATION INC."
"http://scholars.cornell.edu/individual/org57812","UT-BATTELLE LLC"
"http://scholars.cornell.edu/individual/org82882","KAZIMIERZ WIELKI UNIVERSITY"
"http://scholars.cornell.edu/individual/org41618","MARS PETCARE UK"
"http://scholars.cornell.edu/individual/org50365","AMERICAN FLORAL ENDOWMENT"
"http://scholars.cornell.edu/individual/org17633","JAPAN-US FRIENDSHIP COMM"
"http://scholars.cornell.edu/individual/org99422","LUTHERAN FAMILY HEALTH CENTERS"
"http://scholars.cornell.edu/individual/org98903","Mario Einaudi Center for International Studies"
"http://scholars.cornell.edu/individual/org74554","CENTRO INTERNACIONAL DE MEJORAMIENTO"
"http://scholars.cornell.edu/individual/org90696","FIDIA FARMACEUTICI S.P.A."
"http://scholars.cornell.edu/individual/org66511","APPLIED PHYSICS LABORATORY"
"http://scholars.cornell.edu/individual/org82812","NEW YORK SEA GRANT INSTITUTE, STONY BROOK"
"http://scholars.cornell.edu/individual/org74789","UNIVERSITY OF PENNSYLVANIA"
"http://scholars.cornell.edu/individual/org78762","Office of Undergraduate Biology"
"http://scholars.cornell.edu/individual/org25874","SEA GRANT PROGRAM, UNIVERSITY OF WISCONSIN"
"http://scholars.cornell.edu/individual/org75254","SWISS FEDERAL DEPARTMENT OF FOREIGN AFFAIRS"
"http://scholars.cornell.edu/individual/org49979","HONEYWELL INC"
"http://scholars.cornell.edu/individual/org73913","AMERICAN HEART ASSOCIATION"
"http://scholars.cornell.edu/individual/org42030","ESTHER A. & JOSEPH KLINGENSTEIN FUND, INC."
"http://scholars.cornell.edu/individual/org17156","Cornell Institute for Social and Economic Research (CISER)"
"http://scholars.cornell.edu/individual/org42508","Q-PEAK INC."
"http://scholars.cornell.edu/individual/org74836","AMERICAN QUARTER HORSE ASSOCIATION"
"http://scholars.cornell.edu/individual/org15262","Office of the University Librarian"
"http://scholars.cornell.edu/individual/org57469","NASA SHARED SERVICES CENTER"
"http://scholars.cornell.edu/individual/org82311","BURROUGHS WELLCOME FUND"
"http://scholars.cornell.edu/individual/org82436","NATL PARK SERVICE, DOI"
"http://scholars.cornell.edu/individual/org49202","NYS DEPT OF TRANSPORTATION"
"http://scholars.cornell.edu/individual/org41342","LIFE SCIENCES RESEARCH FDN"
"http://scholars.cornell.edu/individual/org85440","Cornell Program for Infrastructure Policy (CPIP)"
"http://scholars.cornell.edu/individual/org58402","THE AMERICAN ASSOCIATION OF IMMUNOLOGISTS, INC."
"http://scholars.cornell.edu/individual/org77824","Student Disability Services (SDS)"
"http://scholars.cornell.edu/individual/org98801","JFE ENGINEERING CORPORATION"
"http://scholars.cornell.edu/individual/org31357","College of Human Ecology"
"http://scholars.cornell.edu/individual/org31815","Cornell Equine Park"
"http://scholars.cornell.edu/individual/org89757","Chemistry and Chemical Biology"
"http://scholars.cornell.edu/individual/org49841","Electrical and Computer Engineering"
"http://scholars.cornell.edu/individual/org91492","SAFEGUARD BIOSYSTEMS HOLDINGS LTD."
"http://scholars.cornell.edu/individual/org71243","Jay Monahan Center for Gastrointestinal Health"
"http://scholars.cornell.edu/individual/org72650","Global Health Program"
"http://scholars.cornell.edu/individual/org49111","New York Sea Grant Program"
"http://scholars.cornell.edu/individual/org27845","Human Biology, Health and Society"
"http://scholars.cornell.edu/individual/org83569","NEW YORK CITY BOARD OF EDUCATION"
"http://scholars.cornell.edu/individual/org20966","Entomology at Geneva"
"org","orgLabel"
"http://scholars.cornell.edu/individual/org94820","Society for the Humanities"
"http://scholars.cornell.edu/individual/org57573","DEFENSE ADVANCED RESEARCH PROJECT AGENCY DOD"
"http://scholars.cornell.edu/individual/org40986","Center for the Study of Inequality (CSI)"
"http://scholars.cornell.edu/individual/org85376","Office of the Dean of the School of Hotel Administration"
"http://scholars.cornell.edu/individual/org41734","DEVELOPMENTAL DISABILITIES PLANNING CNCL"
"http://scholars.cornell.edu/individual/org42029","UNIVERSITY OF VIRGINIA"
"http://scholars.cornell.edu/individual/org33148","AGRICULTURAL RESEARCH SERVICE - WESTERN REGIONAL RESEARCH CENTER"
"http://scholars.cornell.edu/individual/org41896","Office of University Communications"
"http://scholars.cornell.edu/individual/org50018","Olin Library"
"http://scholars.cornell.edu/individual/org41258","VIRGINIA COMMONWEALTH UNIVERSITY"
"http://scholars.cornell.edu/individual/org82541","HIT ROBOT GROUP (US BRANCH) LLC"
"http://scholars.cornell.edu/individual/org50050","NATL HUMAN GENOME RESEARCH INST NIH"
"http://scholars.cornell.edu/individual/org49365","DOW AGROSCIENCES LLC"
"http://scholars.cornell.edu/individual/org42319","NATL INST ON ALCOHOL ABUSE & ALCOHOLISM, NIH"
"http://scholars.cornell.edu/individual/org66648","RAYTHEON COMPANY"
"http://scholars.cornell.edu/individual/org16419","NATL INST OF CHILD HEALTH & HUMAN DEVELOPMENT, NIH"
"http://scholars.cornell.edu/individual/org76447","Classics"
"http://scholars.cornell.edu/individual/org24650","UNIVERSITY OF CALIFORNIA DAVIS"
"http://scholars.cornell.edu/individual/org82916","Cornell Forensics Program"
"http://scholars.cornell.edu/individual/org90642","MARINE MAMMAL COMMISSION"
"http://scholars.cornell.edu/individual/org49891","AGENCY FOR INTERNATIONAL DEVELOPMENT"
"http://scholars.cornell.edu/individual/org44800","Cornell Institute for Research on Children (CIRC)"
"http://scholars.cornell.edu/individual/org64106","Weill Cornell Brain and Spine Center"
"http://scholars.cornell.edu/individual/org33797","UNIVERSITY OF CALIFORNIA, LOS ANGELES"
"http://scholars.cornell.edu/individual/org57461","NYS SCIENCE, TECHNOLOGY AND ACADEMIC RESEARCH"
"http://scholars.cornell.edu/individual/org25923","MARCH OF DIMES,NAT'L FDN FOR"
"http://scholars.cornell.edu/individual/org62105","Biological Statistics and Computational Biology"
"http://scholars.cornell.edu/individual/org49739","UNIVERSITY OF PITTSBURGH"
"http://scholars.cornell.edu/individual/org91757","QATAR UNIVERSITY"
"http://scholars.cornell.edu/individual/org51563","Alumni Affairs and Development"
"http://scholars.cornell.edu/individual/org85057","Cornell University Hospital for Animals"
"http://scholars.cornell.edu/individual/org25215","SMITHSONIAN INSTITUTION"
"http://scholars.cornell.edu/individual/org99687","AMERICAN PUBLIC GARDENS ASSOCIATION"
"http://scholars.cornell.edu/individual/org12091","Cornell Phonetics Lab"
"http://scholars.cornell.edu/individual/org73983","AGRICULTURE RESEARCH SERVICE USDA"
"http://scholars.cornell.edu/individual/org63170","History of Art"
"http://scholars.cornell.edu/individual/org58627","ENGILITY LLC"
"http://scholars.cornell.edu/individual/org55533","Baker Institute for Animal Health"
"http://scholars.cornell.edu/individual/org41613","UNIVERSITY OF NORTH CAROLINA CHAPEL HILL"
"http://scholars.cornell.edu/individual/org75195","THE WINN FELINE FOUNDATION"
"http://scholars.cornell.edu/individual/org50062","NORTH CAROLINA STATE UNIVERSITY"
"http://scholars.cornell.edu/individual/org99753","US NATL SECURITY AGENCY"
"http://scholars.cornell.edu/individual/org99962","SPENCER FOUNDATION"
"http://scholars.cornell.edu/individual/org92423","Cornell International Institute for Food, Agriculture and Development (CIIFAD)"
"http://scholars.cornell.edu/individual/org90964","INSTITUTE FOR BASIC SCIENCE"
"http://scholars.cornell.edu/individual/org70607","International Studies in Planning Program (ISP)"
"http://scholars.cornell.edu/individual/org27521","ILR Extension Administration"
"http://scholars.cornell.edu/individual/org70540","Office of the Dean of ILR"
"http://scholars.cornell.edu/individual/org37272","Office of the Director of Olin and Uris Libraries"
"http://scholars.cornell.edu/individual/org41083","NATL AERONAUTICS & SPACE ADM"
"http://scholars.cornell.edu/individual/org99326","UNIVERSITY OF TORONTO"
"http://scholars.cornell.edu/individual/org87857","The Entrepreneurship and Innovation Institute"
"http://scholars.cornell.edu/individual/org49712","WALMART FOUNDATON"
"http://scholars.cornell.edu/individual/org30687","Tri-Institutional Training Program in Chemical Biology"
"http://scholars.cornell.edu/individual/org24939","ULSTER COUNTY COOPERATIVE EXTENSION"
"http://scholars.cornell.edu/individual/org99453","FORS MARSH GROUP LLC"
"http://scholars.cornell.edu/individual/org99028","UNIVERSITY OF ROCHESTER"
"http://scholars.cornell.edu/individual/org34398","NEW YORK STATE COUNCIL ON THE ARTS"
"http://scholars.cornell.edu/individual/org17996","PALL CORPORATION"
"http://scholars.cornell.edu/individual/org49587","WALTHAM FOUNDATION"
"http://scholars.cornell.edu/individual/org75364","UNIVERSITY OF MASSACHUSETTS MEDICAL SCHOOL"
"http://scholars.cornell.edu/individual/org50162","Cornell Law School"
"http://scholars.cornell.edu/individual/org17463","UNIVERSITY OF NEBRASKA"
"http://scholars.cornell.edu/individual/org82257","TEXAS AGRILIFE RESEARCH OF THE TEXAS A&M UNIVERSITY SYSTEM"
"http://scholars.cornell.edu/individual/org74928","JOHNSON, ROBERT WOOD"
"http://scholars.cornell.edu/individual/org14849","Cornell in Washington"
"http://scholars.cornell.edu/individual/org82200","NYS DEPT OF ENVIRONMENTAL CONSERVATION"
"http://scholars.cornell.edu/individual/org17112","Natural Resources"
"http://scholars.cornell.edu/individual/org83538","ACADEMY OF NUTRITION AND DIETETICS FOUNDATION"
"http://scholars.cornell.edu/individual/org58353","SUNY POLYTECHNIC INSTITUTE"
"http://scholars.cornell.edu/individual/org99083","U.S. FISH & WILDLIFE SERVICE"
"http://scholars.cornell.edu/individual/org33715","UNITED STATES CENSUS BUREAU"
"http://scholars.cornell.edu/individual/org99659","Quality Milk Production Services (QMPS)"
"http://scholars.cornell.edu/individual/org82100","US DEPT OF AGRICULTURE"
"http://scholars.cornell.edu/individual/org99559","JAGUAR ANIMAL HEALTH"
"http://scholars.cornell.edu/individual/org58621","CENTRO NACIONAL DE INVESTIGACIONES DE CAFE"
"http://scholars.cornell.edu/individual/org50258","U.S. ARMY MEDICAL RESEARCH ACQUISITION ACTIVITY"
"http://scholars.cornell.edu/individual/org21239","Cornell Institute for China Economic Research (CICER)"
"http://scholars.cornell.edu/individual/org74196","DEPT OF EDUCATION US"
"http://scholars.cornell.edu/individual/org50020","LUND UNIVERSITY"
"http://scholars.cornell.edu/individual/org25947","THOUSAND ISLAND LAND TRUST"
"http://scholars.cornell.edu/individual/org75164","FARM CREDIT BANKS/ SPRINGFLD"
"http://scholars.cornell.edu/individual/org34013","THE KAVLI FOUNDATION"
"http://scholars.cornell.edu/individual/org74613","HAMAD MEDICAL CORPORATION"
"http://scholars.cornell.edu/individual/org26199","WORLD WILDLIFE FUND"
"http://scholars.cornell.edu/individual/org58641","WAYNE STATE UNIVERSITY"
"http://scholars.cornell.edu/individual/org99244","MUSCULAR DYSTROPHY ASSN"
"http://scholars.cornell.edu/individual/org50660","ECON DEVELOPMENT ADM, DOC"
"http://scholars.cornell.edu/individual/org41090","UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN"
"http://scholars.cornell.edu/individual/org57969","College of Agriculture and Life Sciences"
"http://scholars.cornell.edu/individual/org57049","Nutritional Sciences"
"http://scholars.cornell.edu/individual/org26413","Sackler Institute for Developmental Psychobiology"
"http://scholars.cornell.edu/individual/org99494","NATL CTR FOR NURSING RESEARCH, NIH"
"http://scholars.cornell.edu/individual/org91144","MARKET MATTERS INC."
"http://scholars.cornell.edu/individual/org29122","Cornell Sensory Testing Facility"
"http://scholars.cornell.edu/individual/org75358","AFRICAN DEVELOPMENT BANK"
"http://scholars.cornell.edu/individual/org45405","Management Library (Johnson Graduate School of Management Library)"
"http://scholars.cornell.edu/individual/org90885","ADVANCED RESEARCH PROJECTS AGENCY - ENERGY"
"http://scholars.cornell.edu/individual/org33082","AMERICAN COLLEGE OF VETERINARY INTERNAL MEDICINE FOUNDATION"
"http://scholars.cornell.edu/individual/org53276","Center for Vertebrate Genomics (CVG)"
"http://scholars.cornell.edu/individual/org98932","SIGMA DELTA EPSILON/GRADUATE WOMEN IN SCIENCE"
"http://scholars.cornell.edu/individual/org90757","UNIVERSITY OF BUFFALO"
"http://scholars.cornell.edu/individual/org99446","BALL HORTICULTURAL COMPANY"
"http://scholars.cornell.edu/individual/org93133","Good Agricultural Practices Program (GAPs)"
"http://scholars.cornell.edu/individual/org82055","DAIRY RESEARCH INSTITUTE"
"http://scholars.cornell.edu/individual/org52963","Science and Technology Studies"
"http://scholars.cornell.edu/individual/org98928","INTERNATIONAL LIFE SCIENCES INSTITUTE"
"http://scholars.cornell.edu/individual/org41653","WOODS HOLE OCEANOGRAPHIC INSTITUTE"
"http://scholars.cornell.edu/individual/org29616","University Press"
"http://scholars.cornell.edu/individual/org33121","INNER MONGOLIA YILI INDUSTRIAL GROUP CO. LTD."
"http://scholars.cornell.edu/individual/org99085","UNITED STATES BUSINESS LEADERSHIP NETWORK"
"http://scholars.cornell.edu/individual/org99801","New York State Integrated Pest Management Program (IPM)"
"http://scholars.cornell.edu/individual/org24822","NYS DEPT OF AG & MARKETS"
"http://scholars.cornell.edu/individual/org25282","STANFORD UNIVERSITY"
"http://scholars.cornell.edu/individual/org82884","NEW YORK CORN & SOYBEAN GROWERS ASSOCIATION"
"http://scholars.cornell.edu/individual/org58772","Office of the Dean of the College of Arts and Sciences"
"http://scholars.cornell.edu/individual/org89963","Weill Cornell Medical College in Qatar eLibrary"
"http://scholars.cornell.edu/individual/org73506","Judith Reppy Institute for Peace and Conflict Studies"
"http://scholars.cornell.edu/individual/org51715","Systems Engineering"
"http://scholars.cornell.edu/individual/org16799","ELDER JUSTICE FOUNDATION, INC."
"http://scholars.cornell.edu/individual/org82286","UNIVERSITY OF TEXAS AT AUSTIN"
"http://scholars.cornell.edu/individual/org75152","HOSPITAL FOR SPECIAL SURGERY"
"http://scholars.cornell.edu/individual/org62634","Development Sociology"
"http://scholars.cornell.edu/individual/org93185","Atkinson Center for a Sustainable Future (ACSF)"
"http://scholars.cornell.edu/individual/org27506","Cornell Cooperative Extension New York City (CUCE-NYC)"
"http://scholars.cornell.edu/individual/org25283","NEW WORLD FOUNDATION"
"http://scholars.cornell.edu/individual/org69633","John S. Knight Institute"
"http://scholars.cornell.edu/individual/org50674","BAYER ANIMAL HEALTH GMBH"
"http://scholars.cornell.edu/individual/org31653","Office of the Vice President for Human Resources"
"http://scholars.cornell.edu/individual/org69632","Office of University Registrar"
"http://scholars.cornell.edu/individual/org96766","Plant Pathology and Plant-Microbe Biology Section"
"http://scholars.cornell.edu/individual/org33609","TOYON RESEARCH CORPORATION"
"http://scholars.cornell.edu/individual/org25946","THE UNIVERSITY OF EDINBURGH"
"http://scholars.cornell.edu/individual/org83388","CALIFORNIA DEPARTMENT OF WATER RESOURCES"
"http://scholars.cornell.edu/individual/org74989","UNIVERSITY OF CALIFORNIA SAN FRANCISCO"
"http://scholars.cornell.edu/individual/org33225","NOVA SOUTHEASTERN UNIVERSITY"
"http://scholars.cornell.edu/individual/org51414","Molecular Medicine"
"http://scholars.cornell.edu/individual/org49770","AMERICAN KENNEL CLUB CANINE HEALTH FOUNDATION"
"http://scholars.cornell.edu/individual/org16425","UNIVERSITY OF SOUTHERN MISSISSIPPI"
"http://scholars.cornell.edu/individual/org94546","Fine Arts Library"
"http://scholars.cornell.edu/individual/org42192","JUVENILE DIABETES FND INTN'L"
"http://scholars.cornell.edu/individual/org30779","Cornell MRI Facility (CMRIF)"
"http://scholars.cornell.edu/individual/org99324","TEAGLE FOUNDATION"
"http://scholars.cornell.edu/individual/org57816","INSTITUTE OF INTERNATIONAL EDUCATION"
"http://scholars.cornell.edu/individual/org66829","SPASTIC PARAPLEGIA FOUNDATION INC."
"http://scholars.cornell.edu/individual/org24782","UNIVERSITY OF CALIFORNIA, SANTA BARBARA"
"http://scholars.cornell.edu/individual/org24739","UNITED STATES-INDIA EDUCATIONAL FOUNDATION"
"http://scholars.cornell.edu/individual/org96024","Institute for Health Economics, Health Behavior, and Disparities"
"http://scholars.cornell.edu/individual/org41584","FARADAY TECHNOLOGY INC."
"http://scholars.cornell.edu/individual/org58215","XINTELA AB"
"http://scholars.cornell.edu/individual/org48128","Office of the Executive Vice President for Finance and Chief Financial Officer"
"http://scholars.cornell.edu/individual/org74075","TEXAS A&M UNIVERSITY"
"http://scholars.cornell.edu/individual/org94732","Center for Hospitality Research (CHR)"
"http://scholars.cornell.edu/individual/org19800","Kroch Library, Division of Rare & Manuscript Collections (Carl A. Kroch Library)"
"http://scholars.cornell.edu/individual/org66770","THE WILDLIFE CONSERVATION SOCIETY"
"http://scholars.cornell.edu/individual/org65940","SPANISH NATIONAL RESEARCH COUNCIL"
"http://scholars.cornell.edu/individual/org62682","Operations Research and Information Engineering"
"http://scholars.cornell.edu/individual/org41656","NYS PARKS & RECREATION"
"http://scholars.cornell.edu/individual/org74221","NEW LIGHT TECHNOLOGIES INC."
"http://scholars.cornell.edu/individual/org27092","Lesbian, Gay, Bisexual & Transgender Studies"
"http://scholars.cornell.edu/individual/org16852","DIRECTORATE FOR SOCIAL BEHAVIORAL & ECONOMIC SCIENCES NSF"
"http://scholars.cornell.edu/individual/org31607","Food Science & Technology at Geneva"
"http://scholars.cornell.edu/individual/org41293","NATL INST OF NEUR DIS & STROKE, NIH"
"http://scholars.cornell.edu/individual/org66494","POLYTECHNIC UNIVERSITY OF CATALONIA"
"http://scholars.cornell.edu/individual/org70943","Institute for the Social Sciences (ISS)"
"http://scholars.cornell.edu/individual/org33927","TEAGASC"
"http://scholars.cornell.edu/individual/org41341","VENTUREWELL"
"http://scholars.cornell.edu/individual/org73309","Northeast Regional Climate Center (NRCC)"
"http://scholars.cornell.edu/individual/org90413","OFFICE OF THE DIRECTOR NIH"
"http://scholars.cornell.edu/individual/org91438","EPPLEY FOUNDATION FOR RSCH"
"http://scholars.cornell.edu/individual/org65847","UNIVERSITE DE SHERBROOKE"
"http://scholars.cornell.edu/individual/org66364","USDA-ARS APPALACHIAN FRUIT RESEARCH STATION"
"http://scholars.cornell.edu/individual/org57934","SCHOONER FOUNDATION"
"http://scholars.cornell.edu/individual/org40820","Division of Budget and Planning"
"http://scholars.cornell.edu/individual/org74161","UNIVERSITY OF ROCHESTER MEDICAL CENTER"
"http://scholars.cornell.edu/individual/org50658","COTTON INC."
"http://scholars.cornell.edu/individual/org50602","IDIAP RESEARCH INSTITUTE"
"http://scholars.cornell.edu/individual/org34147","REBECCA CLARKE SOCIETY INC"
"http://scholars.cornell.edu/individual/org32346","National Biomedical Center for Advanced ESR Technology (ACERT)"
"http://scholars.cornell.edu/individual/org33094","UNIVERSITY OF CALIFORNIA BERKELEY"
"http://scholars.cornell.edu/individual/org66017","MASSACHUSETTS INSTITUTE OF TECHNOLOGY"
"http://scholars.cornell.edu/individual/org91065","GRANT,W T FOUNDATION"
"http://scholars.cornell.edu/individual/org18017","SUNY BUFFALO STATE"
"http://scholars.cornell.edu/individual/org73519","Survey Research Institute (SRI)"
"http://scholars.cornell.edu/individual/org55715","Office of the Vice President for Finance and CFO"
"http://scholars.cornell.edu/individual/org39461","Cornell Center for Comparative and Population Genomics (3CPG)"
"http://scholars.cornell.edu/individual/org65810","KUBOTA CORPORATION"
"http://scholars.cornell.edu/individual/org96673","Office of the Vice President for Infrastructure Properties and Planning"
"http://scholars.cornell.edu/individual/org34080","SEATTLE CHILDREN'S RESEARCH INSTITUTE"
"http://scholars.cornell.edu/individual/org51049","Weill Cornell Medical College Library"
"http://scholars.cornell.edu/individual/org76324","Cornell Center for Astrophysics & Planetary Science (CCAPS)"
"http://scholars.cornell.edu/individual/org42189","Materials Science and Engineering"
"http://scholars.cornell.edu/individual/org91640","YALE UNIVERSITY"
"http://scholars.cornell.edu/individual/org93835","Applied and Engineering Physics"
"http://scholars.cornell.edu/individual/org24753","GEORGIA STATE UNIVERSITY"
"http://scholars.cornell.edu/individual/org59465","Janet L. Swanson Wildlife Health Center"
"http://scholars.cornell.edu/individual/org33545","HUMAN FRONTIER SCI PROG/INT'L"
"http://scholars.cornell.edu/individual/org95026","Tri-Institutional Therapeutics Discovery Institute"
"http://scholars.cornell.edu/individual/org24678","The Ronald O. Perelman and Claudia Cohen Center for Reproductive Medicine (CRM)"
"http://scholars.cornell.edu/individual/org55296","Cornell Cooperative Extension"
"http://scholars.cornell.edu/individual/org83746","K. Lisa Yang and Hock E. Tan Institute on Employment and Disability"
"http://scholars.cornell.edu/individual/org52741","Bronfenbrenner Center for Translational Research (BCTR)"
"http://scholars.cornell.edu/individual/org98582","ZOETIS"
"http://scholars.cornell.edu/individual/org50299","JOHNS HOPKINS UNIVERSITY"
"http://scholars.cornell.edu/individual/org87823","Helen and Robert Appel Alzheimer's Disease Research Institute"
"http://scholars.cornell.edu/individual/org17495","ECOAGRICULTURE PARTNERS"
"http://scholars.cornell.edu/individual/org45776","Mathematics"
"http://scholars.cornell.edu/individual/org20480","Office of the Dean of AAP"
"http://scholars.cornell.edu/individual/org26083","TWIN CITIES PUBLIC TELEVISION"
"http://scholars.cornell.edu/individual/org32982","KOREA ADVANCED INSTITUTE OF SCIENCE AND TECHNOLOGY"
"http://scholars.cornell.edu/individual/org16088","Neurobiology and Behavior"
"http://scholars.cornell.edu/individual/org66583","UNIVERSITY OF DELAWARE"
"http://scholars.cornell.edu/individual/org48507","Herbert F. Johnson Museum of Art"
"http://scholars.cornell.edu/individual/org98699","GENESEE VALLEY REGIONAL MARKET"
"http://scholars.cornell.edu/individual/org58377","DELOITTE TAX LLP"
"http://scholars.cornell.edu/individual/org91683","BOSTON UNIVERSITY"
"http://scholars.cornell.edu/individual/org61441","Office of Faculty Development & Diversity (OFDD)"
"http://scholars.cornell.edu/individual/org41512","UNIVERSITY OF FLORIDA"
"http://scholars.cornell.edu/individual/org90425","PRINCETON UNIVERSITY"
"http://scholars.cornell.edu/individual/org64642","Weill Cornell Graduate School of Medical Sciences (NYC)"
"http://scholars.cornell.edu/individual/org90729","NEW JERSEY INST. OF TECHNOLOGY"
"http://scholars.cornell.edu/individual/org82149","U OF GEORGIA RESEARCH FOUNDATION"
"http://scholars.cornell.edu/individual/org83054","INTERCHURCH MEDICAL ASSISTANCE, INC."
"http://scholars.cornell.edu/individual/org77312","Cornell's Adult University"
"http://scholars.cornell.edu/individual/org57824","INTERNATIONAL POTATO CENTER"
"http://scholars.cornell.edu/individual/org43570","Cornell Feline Health Center"
"http://scholars.cornell.edu/individual/org74073","NATL CANCER INSTITUTE NIH"
"http://scholars.cornell.edu/individual/org68670","Cornell Population Center (CPC)"
"http://scholars.cornell.edu/individual/org99155","Engineering Library"
"http://scholars.cornell.edu/individual/org91749","DIA SORIN S.P.A."
"http://scholars.cornell.edu/individual/org58991","IUP RESEARCH INSTITUTE"
"http://scholars.cornell.edu/individual/org91061","American Studies Program"
"http://scholars.cornell.edu/individual/org34325","COOPER TIRE & RUBBER COMPANY"
"http://scholars.cornell.edu/individual/org58330","Program of Computer Graphics"
"http://scholars.cornell.edu/individual/org91561","WASHINGTON STATE UNIVERSITY"
"http://scholars.cornell.edu/individual/org99784","CARNEGIE CORP OF NY"
"http://scholars.cornell.edu/individual/org32891","GENERAL MOTORS"
"http://scholars.cornell.edu/individual/org74993","ECONOMIC RESEARCH SERVICE, USDA"
"http://scholars.cornell.edu/individual/org32297","Cornell Center for Reproductive Genomics (CRG)"
"http://scholars.cornell.edu/individual/org58258","Office of the Dean of the College of Agriculture and Life Sciences"
"http://scholars.cornell.edu/individual/org81927","NATL INST OF HEALTH DHHS"
"http://scholars.cornell.edu/individual/org82661","LEHIGH UNIVERSITY"
"http://scholars.cornell.edu/individual/org49785","OVARIAN CANCER RESEARCH FUND"
"http://scholars.cornell.edu/individual/org90983","AMERICAN CANCER SOCIETY"
"http://scholars.cornell.edu/individual/org24212","Biological and Environmental Engineering"
"http://scholars.cornell.edu/individual/org74706","DUPONT CROP PROTECTION"
"http://scholars.cornell.edu/individual/org80385","Office of the Dean of the School of Continuing Education and Summer Sessions"
"http://scholars.cornell.edu/individual/org99178","TETRA TECH INC"
"http://scholars.cornell.edu/individual/org43533","Center for Real Estate and Finance (CREF)"
"http://scholars.cornell.edu/individual/org41057","Parker Center for Investment Research"
"http://scholars.cornell.edu/individual/org90410","UNIVERSITY OF WYOMING"
"http://scholars.cornell.edu/individual/org99715","Library Administration"
"http://scholars.cornell.edu/individual/org58309","QUALCOMM MEMS TECHNOLOGIES, INC"
"http://scholars.cornell.edu/individual/org76798","Soil and Crop Sciences Section"
"http://scholars.cornell.edu/individual/org58554","GLOBAL CROP DIVERSITY TRUST"
"http://scholars.cornell.edu/individual/org33058","Joan & Irwin Jacobs Technion-Cornell Institute"
"http://scholars.cornell.edu/individual/org54786","Professional Studies"
