"37978","INTERNATIONAL PERSONNEL PROTECTION INC.","660","AGENCY FOR INTERNATIONAL DEVELOPMENT","IPP","",""
"3443","NYS DEPT OF MOTOR VEHICLES","1313","NATL HIGHWAY TRAFFIC SAFETY ADMIN, DOT","NYS","DMV",""
"105","SAMSUNG ELECTRONICS COMPANY LTD","","","SAMSUNG","",""
"20255","INTERNATIONAL HUMAN FRONTIER SCIENCE PROGRAM ORGANIZATION","","","HFSP - INTERNATIONAL","",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"7508","GORDON & BETTY MOORE FOUNDATION","","","G&B MOORE FDN","",""
"40001","APPLIED OPTRONICS","1271","DEFENSE ADVANCED RESEARCH PROJECT AGENCY DOD","APPLIED OPTRONICS","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"3663","BILL & MELINDA GATES FOUNDATION","","","GATES FDN","",""
"38862","ASML US INC.","","","ASML","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2233","NORTHWESTERN UNIVERSITY","3679","DEFENSE THREAT REDUCTION AGENCY, DOD","NORTHWESTERN U","",""
"1284","OFFICE OF NAVAL RESEARCH DOD","","","DOD","NAVY","ONR"
"2885","UNIVERSITY OF CALIFORNIA, SANTA CRUZ","1213","ENVIRONMENTAL HEALTH SCIENCES NIH","U OF CAL","UC SANTA CRUZ",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2301","NYS DEPT OF AG & MARKETS","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","NYS","AGMRKT",""
"1999","MICHIGAN STATE UNIVERSITY","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","MICHIGAN ST U","",""
"943","BOYCE THOMPSON INSTITUTE","","","BTI","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"1257","ARMY RESEARCH OFFICE","","","DOD","ARMY","ARO"
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"15613","THE WOODROW WILSON NATIONAL FELLOWSHIP FOUNDATION","","","WOODROW WILSON FOUNDATION","",""
"39145","NUTRISYSTEM INC. CORPORATION","","","NUTRISYSTEM","",""
"16293","NASA SHARED SERVICES CENTER","","","NASA","NSSC",""
"2877","UNIVERSITY OF CALIFORNIA BERKELEY","24335","JOHN TEMPLETON FOUNDATION","U OF CAL","UC BERKELEY",""
"1284","OFFICE OF NAVAL RESEARCH DOD","","","DOD","NAVY","ONR"
"8469","ALZHEIMER'S ASSOCIATION","","","ALZHEIMERS ASSOC","",""
"32236","NEOGEN CORPORATION","","","NEOGEN","",""
"16293","NASA SHARED SERVICES CENTER","","","NASA","NSSC",""
"1284","OFFICE OF NAVAL RESEARCH DOD","","","DOD","NAVY","ONR"
"3008","FOREST SERVICE, USDA","","","USDA","FOREST",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"2993","AGRICULTURE RESEARCH SERVICE USDA","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","USDA","ARS",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"2879","UNIVERSITY OF CALIFORNIA DAVIS","960","CALIFORNIA DEPT OF FOOD AND AGRICULTURE","U OF CAL","UC DAVIS",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"1197","NATL HUMAN GENOME RESEARCH INST NIH","","","DHHS","NIH","NIH NHGRI"
"5170","DIRECTORATE FOR GEOSCIENCES ","","","NSF","NSF GEO",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"2301","NYS DEPT OF AG & MARKETS","","","NYS","AGMRKT",""
"2714","SLOAN FOUNDATION","","","SLOAN","",""
"2879","UNIVERSITY OF CALIFORNIA DAVIS","1257","ARMY RESEARCH OFFICE","U OF CAL","UC DAVIS",""
"2301","NYS DEPT OF AG & MARKETS","","","NYS","AGMRKT",""
"2301","NYS DEPT OF AG & MARKETS","","","NYS","AGMRKT",""
"472","CITY UNIVERSITY OF NEW YORK","487","US DEPT OF TRANSPORTATION","CUNY","",""
"1395","ENVIRONMENTAL PROTECT AGENCY","","","EPA","",""
"2993","AGRICULTURE RESEARCH SERVICE USDA","","","USDA","ARS",""
"875","BECKMAN FOUNDATION","","","BECKMAN FDN","",""
"45881","SOCIETY FOR CONSERVATION BIOLOGY","","","SCB","",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"2991","ANIMAL/PLANT HLTH INSPEC SERV USDA","","","USDA","USDA APHIS",""
"2993","AGRICULTURE RESEARCH SERVICE USDA","","","USDA","ARS",""
"2401","OHIO STATE UNIVERSITY","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","OHIO ST U","",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"1214","NATL INST OF GENERAL MEDICAL SCIENCES, NIH","","","DHHS","NIH","NIH NIGMS"
"8768","CARNEGIE INSTITUTION OF WASHINGTON","483","DEPARTMENT OF ENERGY","CARNEGIE INST. OF W","",""
"3625","CORNING, INC.","","","CORNING INC","",""
"809","ARIZONA STATE UNIVERSITY","","","ARIZONA STATE U","",""
"10833","MOSIS","","","MOSIS","",""
"535","NATL AERONAUTICS & SPACE ADM","","","NASA","",""
"535","NATL AERONAUTICS & SPACE ADM","","","NASA","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"5171","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","","","NSF","NSF MPS",""
"535","NATL AERONAUTICS & SPACE ADM","","","NASA","",""
"1803","JET PROPULSION LABORATORY","535","NATL AERONAUTICS & SPACE ADM","JPL","",""
"2879","UNIVERSITY OF CALIFORNIA DAVIS","2244","NATL SCIENCE FOUNDATION","U OF CAL","UC DAVIS",""
"809","ARIZONA STATE UNIVERSITY","2244","NATL SCIENCE FOUNDATION","ARIZONA STATE U","",""
"3034","UNIVERSITIES SPACE RESEARCH ASSOC","535","NATL AERONAUTICS & SPACE ADM","USRA","",""
"1214","NATL INST OF GENERAL MEDICAL SCIENCES, NIH","","","DHHS","NIH","NIH NIGMS"
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"841","AUBURN UNIVERSITY","5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","AUBURN U","",""
"1803","JET PROPULSION LABORATORY","535","NATL AERONAUTICS & SPACE ADM","JPL","",""
"2324","NEW YORK STATE ENERGY RESEARCH AND DEVELOPMENT AUTHORITY ","","","NYS","NYSERDA",""
"2459","PENNSYLVANIA STATE UNIV","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","PENN STATE","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2752","SPENCER FOUNDATION","","","SPENCER","",""
"11334","CORNELL JOAN AND SANFORD I. WEILL MEDICAL COLLEGE","38518","NATL CTR FOR ADVANCING TRANSLATIONAL SCIENCES","WCM","",""
"5171","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","","","NSF","NSF MPS",""
"2933","UNIVERSITY OF VERMONT","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","U OF VERMONT","",""
"2993","AGRICULTURE RESEARCH SERVICE USDA","","","USDA","ARS",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"24176","AMERICAN COLLEGE OF VETERINARY INTERNAL MEDICINE FOUNDATION","","","ACVIM","ACVIM FDN",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"841","AUBURN UNIVERSITY","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","AUBURN U","",""
"2627","RUTGERS STATE UNIV OF NJ","2991","ANIMAL/PLANT HLTH INSPEC SERV USDA","RUTGERS","",""
"11334","CORNELL JOAN AND SANFORD I. WEILL MEDICAL COLLEGE","728","AMERICAN CANCER SOCIETY","WCM","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2627","RUTGERS STATE UNIV OF NJ","2991","ANIMAL/PLANT HLTH INSPEC SERV USDA","RUTGERS","",""
"1257","ARMY RESEARCH OFFICE","","","DOD","ARMY","ARO"
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"11334","CORNELL JOAN AND SANFORD I. WEILL MEDICAL COLLEGE","1203","NATL INST ON AGING, NIH","WCM","",""
"3638","DUTCH WHOLESALERS ASSOC FOR FLOWERBULBS & NURSERY STOCK","","","DUTCH WHOLESALE","",""
"588","UNIVERSITY OF WISCONSIN MADISON","29835","INSTITUTE OF EDUCATION SCIENCES","U OF WISCONSIN SYS","U WISC MADISON",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"483","DEPARTMENT OF ENERGY","","","DOE","",""
"2478","PFIZER ANIMAL HEALTH","","","PFIZER ANIMAL","",""
"2911","UNIVERSITY OF MINNESOTA","2244","NATL SCIENCE FOUNDATION","U OF MINNESOTA","",""
"5171","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","","","NSF","NSF MPS",""
"472","CITY UNIVERSITY OF NEW YORK","3368","NYC DEPT OF ENVIRONMENTAL PROTECTION","CUNY","",""
"2301","NYS DEPT OF AG & MARKETS","","","NYS","AGMRKT",""
"2301","NYS DEPT OF AG & MARKETS","","","NYS","AGMRKT",""
"2714","SLOAN FOUNDATION","","","SLOAN","",""
"1308","GEOLOGICAL SURVEY, DOI","","","US INTERIOR","USGS",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"2714","SLOAN FOUNDATION","","","SLOAN","",""
"1969","MCKNIGHT FOUNDATION","","","MCKNIGHT","",""
"2057","MORRIS ANIMAL FOUNDATION","","","MORRIS ANIMAL","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"2323","NYS DEPT OF EDUCATION","","","NYS","NYSEDUC",""
"2886","UNIVERSITY OF CHICAGO","476","NATL INST OF HEALTH DHHS","U OF CHICAGO","",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"46001","AUSTRALIAN NATIONAL UNIVERSITY","29856","AUSTRALIAN RESEARCH COUNCIL","ANU","",""
"1203","NATL INST ON AGING, NIH","","","DHHS","NIH","NIH NIA"
"971","CALIFORNIA INSTITUTE OF TECHNOLOGY","1257","ARMY RESEARCH OFFICE","CALTECH","",""
"5170","DIRECTORATE FOR GEOSCIENCES ","","","NSF","NSF GEO",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"2993","AGRICULTURE RESEARCH SERVICE USDA","","","USDA","ARS",""
"2933","UNIVERSITY OF VERMONT","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","U OF VERMONT","",""
"3663","BILL & MELINDA GATES FOUNDATION","","","GATES FDN","",""
"1257","ARMY RESEARCH OFFICE","","","DOD","ARMY","ARO"
"20715","BOOZ ALLEN HAMILTON","","","BAH","",""
"10130","SPACE AND NAVAL WARFARE SYSTEMS CENTER SAN DIEGO","","","DOD","NAVY","SSCSD"
"1308","GEOLOGICAL SURVEY, DOI","","","US INTERIOR","USGS",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"2905","UNIVERSITY OF MAINE","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","U OF MAINE","",""
"35258","BOEHRINGER INGELHEIM VETMEDICA INC.","","","BI CORP","BIVI",""
"483","DEPARTMENT OF ENERGY","","","DOE","",""
"407","NYS OFFICE OF TEMPORARY AND DISABILITY ASSISTANCE","3007","FOOD AND NUTRITION SERVICE, USDA","NYS","NYS OTDA",""
"407","NYS OFFICE OF TEMPORARY AND DISABILITY ASSISTANCE","473","US DEPT OF HEALTH & HUMAN SERVICES","NYS","NYS OTDA",""
"5168","DIRECTORATE FOR EDUCATION AND HUMAN RESOURCES NSF","","","NSF","NSF EHR",""
"3386","THE WINN FELINE FOUNDATION","","","WINN FDN","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"3159","UNIVERSITY OF MASSACHUSETTS AMHERST","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","UMASS","UMASS AMHERST",""
"1682","INTERNATIONAL FOOD POLICY RSCH INST","","","IFPRI","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"13314","SMITHSONIAN ASTROPHYSICAL OBSERVATORY","535","NATL AERONAUTICS & SPACE ADM","SMITHSONIAN","SAO",""
"21355","ELIA LIFE TECHNOLOGY INC.","1203","NATL INST ON AGING, NIH","ELIA","",""
"5171","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","","","NSF","NSF MPS",""
"5172","DIRECTORATE FOR SOCIAL BEHAVIORAL & ECONOMIC SCIENCES NSF","","","NSF","NSF SBE",""
"2802","SUNY STONY BROOK","","","SUNY","STONY BROOK",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"40563","ZYMTRONIX CATALYTIC SYSTEMS, INC.","2244","NATL SCIENCE FOUNDATION","_FAULT_=ORA-06502: PL/SQL: numeric or value error","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"3469","INSTITUTE OF INTERNATIONAL EDUCATION","485","US DEPT OF STATE","IIE","",""
"48381","MILESTONE MEDICAL","","","MILESTONE MED","",""
"8668","NATURE CONSERVANCY","","","NATURE CONSERVANCY","",""
"2879","UNIVERSITY OF CALIFORNIA DAVIS","477","SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMIN, DHHS","U OF CAL","UC DAVIS",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"507","INTERNATIONAL BUSINESS MACHINES","1271","DEFENSE ADVANCED RESEARCH PROJECT AGENCY DOD","IBM","",""
"16293","NASA SHARED SERVICES CENTER","","","NASA","NSSC",""
"23936","CEFIC - EUROPEAN CHEMICAL INDUSTRY COUNCIL","","","CEFIC","",""
"3008","FOREST SERVICE, USDA","","","USDA","FOREST",""
"5168","DIRECTORATE FOR EDUCATION AND HUMAN RESOURCES NSF","","","NSF","NSF EHR",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"1628","HOWARD HUGHES MEDICAL INST","","","HUGHES MED INST","",""
"1735","INTERNATIONAL POTATO CENTER","","","INTL POTATO","",""
"45681","NU-SKIN","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","NU-SKIN","",""
"2057","MORRIS ANIMAL FOUNDATION","","","MORRIS ANIMAL","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"992","CARNEGIE CORP OF NY","","","CARNEGIE","",""
"5171","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","","","NSF","NSF MPS",""
"5169","DIRECTORATE FOR ENGINEERING NSF","","","NSF","NSF ENG",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"43501","SCUOLA SUPERIORE DI STUDI UNIVERSITARI E DI PERFEZIONAMENTO SANT'ANNA","","","SSSA","",""
"5167","DIRECTORATE FOR COMPUTER & INFORMATION SCIENCE & ENGINEERING NSF","","","NSF","NSF CISE",""
"2324","NEW YORK STATE ENERGY RESEARCH AND DEVELOPMENT AUTHORITY ","","","NYS","NYSERDA",""
"5171","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","","","NSF","NSF MPS",""
"2769","STANFORD UNIVERSITY","1284","OFFICE OF NAVAL RESEARCH DOD","STANFORD U","",""
"5169","DIRECTORATE FOR ENGINEERING NSF","","","NSF","NSF ENG",""
"1257","ARMY RESEARCH OFFICE","","","DOD","ARMY","ARO"
"5171","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","","","NSF","NSF MPS",""
"1163","DARTMOUTH COLLEGE","476","NATL INST OF HEALTH DHHS","DARTMOUTH","",""
"2993","AGRICULTURE RESEARCH SERVICE USDA","","","USDA","ARS",""
"3004","FOREIGN AGRICULTURAL SERVICE USDA","","","USDA","FAS",""
"2993","AGRICULTURE RESEARCH SERVICE USDA","","","USDA","ARS",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"1214","NATL INST OF GENERAL MEDICAL SCIENCES, NIH","","","DHHS","NIH","NIH NIGMS"
"21875","DELAVAL INTERNATIONAL AB","","","DELAVAL - INTERNATIONAL","",""
"39149","WALMART FOUNDATON","","","WF","",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"34899","UNIVERSITY OF TORONTO","","","UNIVERSITY OF TORONTO","",""
"17053","IMPERIAL COLLEGE OF LONDON","","","IMPERIAL COLLEGE OF LONDON","",""
"640","AEROSPACE CORPORATION","","","AEROSPACE","",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"2559","RAYTHEON COMPANY","1271","DEFENSE ADVANCED RESEARCH PROJECT AGENCY DOD","RAYTHEON","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"5169","DIRECTORATE FOR ENGINEERING NSF","","","NSF","NSF ENG",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"1211","NATL INST OF DIABETES, DIGESTIVE & KIDNEY, NIH","","","DHHS","NIH","NIH NIDDK"
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"13253","FERMI NATIONAL ACCELERATOR LABORATORY","483","DEPARTMENT OF ENERGY","FERMILAB","",""
"3111","WHITEHALL FOUNDATION","","","WHITEHALL","",""
"5169","DIRECTORATE FOR ENGINEERING NSF","","","NSF","NSF ENG",""
"1682","INTERNATIONAL FOOD POLICY RSCH INST","","","IFPRI","",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"1202","NATL HEART LUNG & BLOOD INST, NIH","","","DHHS","NIH","NIH NHLBI"
"2242","NATL RENEWABLE ENERGY LAB","483","DEPARTMENT OF ENERGY","NREL","",""
"16293","NASA SHARED SERVICES CENTER","","","NASA","NSSC",""
"2714","SLOAN FOUNDATION","","","SLOAN","",""
"5171","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","","","NSF","NSF MPS",""
"19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","","","USDA","USDA-NIFA",""
"2301","NYS DEPT OF AG & MARKETS","","","NYS","AGMRKT",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2993","AGRICULTURE RESEARCH SERVICE USDA","","","USDA","ARS",""
"483","DEPARTMENT OF ENERGY","","","DOE","",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"1214","NATL INST OF GENERAL MEDICAL SCIENCES, NIH","","","DHHS","NIH","NIH NIGMS"
"9790","OKANAGAN BIOTECHNOLOGY INC.","","","OKANAGAN BIOTECHNOLOGY INC.","",""
"5169","DIRECTORATE FOR ENGINEERING NSF","","","NSF","NSF ENG",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"30836","HEINZ ENDOWMENTS","","","HEINZ ENDOW","",""
"16293","NASA SHARED SERVICES CENTER","","","NASA","NSSC",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"30256","SIMONS FOUNDATION","","","SF","",""
"16293","NASA SHARED SERVICES CENTER","","","NASA","NSSC",""
"2801","NEW YORK SEA GRANT INSTITUTE, STONY BROOK","3554","NATL OCEANIC AND ATMOSPHERIC ADMINISTRATION, DOC","SUNY","NY SEA GRANT",""
"3015","NATURAL RESOURCES CONSERVATION SERVICE, USDA","","","USDA","NRCS",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"27895","OFFICE OF THE DIRECTOR NIH","","","DHHS","NIH","NIH OD"
"26855","ADVANCED RESEARCH PROJECTS AGENCY - ENERGY","","","DOE","ARPA-E",""
"728","AMERICAN CANCER SOCIETY","","","AMER CANCER","",""
"1202","NATL HEART LUNG & BLOOD INST, NIH","","","DHHS","NIH","NIH NHLBI"
"1284","OFFICE OF NAVAL RESEARCH DOD","","","DOD","NAVY","ONR"
"1241","AIR FORCE OFFICE OF SCIENTIFIC RESEARCH","","","DOD","AF","AFOSR"
"759","AMERICAN SEED RESEARCH FDN","","","AMER SEED","",""
"535","NATL AERONAUTICS & SPACE ADM","","","NASA","",""
"3015","NATURAL RESOURCES CONSERVATION SERVICE, USDA","","","USDA","NRCS",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"2801","NEW YORK SEA GRANT INSTITUTE, STONY BROOK","3554","NATL OCEANIC AND ATMOSPHERIC ADMINISTRATION, DOC","SUNY","NY SEA GRANT",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"2301","NYS DEPT OF AG & MARKETS","","","NYS","AGMRKT",""
"2801","NEW YORK SEA GRANT INSTITUTE, STONY BROOK","3554","NATL OCEANIC AND ATMOSPHERIC ADMINISTRATION, DOC","SUNY","NY SEA GRANT",""
"42781","ANSYS INC.","","","ANSYS","",""
"483","DEPARTMENT OF ENERGY","","","DOE","",""
"2180","NATL ENDOWMENT HUMANITIES","","","NEH","",""
"11372","MED-EL","","","MED-EL","",""
"177","UNIVERSITY OF BUFFALO","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","SUNY","U OF BUFFALO",""
"3159","UNIVERSITY OF MASSACHUSETTS AMHERST","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","UMASS","UMASS AMHERST",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"817","AMERICAN SOC INTERIOR DESIGN FDN","","","ASID FDN","",""
"45821","CHINA HAN BAN","","","CHINA","",""
"2893","UNIVERSITY OF FLORIDA","3853","DORIS DUKE CHARITABLE FOUNDATION","U OF FLORIDA","",""
"2057","MORRIS ANIMAL FOUNDATION","","","MORRIS ANIMAL","",""
"16353","KITWARE INC","483","DEPARTMENT OF ENERGY","KITWARE","",""
"8789","NATIONAL ACADEMIES","","","NATIONAL ACADEMIES","",""
"807","UCHICAGO ARGONNE LLC","","","DOE","ARGONNE",""
"2897","UNIVERSITY OF IDAHO","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","U OF IDAHO","",""
"535","NATL AERONAUTICS & SPACE ADM","","","NASA","",""
"1257","ARMY RESEARCH OFFICE","","","DOD","ARMY","ARO"
"1214","NATL INST OF GENERAL MEDICAL SCIENCES, NIH","","","DHHS","NIH","NIH NIGMS"
"3405","NYS EMERGENCY MANAGEMENT OFFICE","6489","FEDERAL EMERGENCY MANAGEMENT AGENCY","NYS","EMERGENCY MGMT",""
"1217","NATL INST OF NEUR DIS & STROKE, NIH","","","DHHS","NIH","NIH NINDS"
"2276","NY WINE/GRAPE FDN","","","NY WINE/GRAPE","",""
"5172","DIRECTORATE FOR SOCIAL BEHAVIORAL & ECONOMIC SCIENCES NSF","","","NSF","NSF SBE",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"5169","DIRECTORATE FOR ENGINEERING NSF","","","NSF","NSF ENG",""
"2244","NATL SCIENCE FOUNDATION","","","NSF","",""
"1289","CHICAGO OPERATIONS OFFICE DOE","","","DOE","DOE CHICAGO",""
"11334","CORNELL JOAN AND SANFORD I. WEILL MEDICAL COLLEGE","38518","NATL CTR FOR ADVANCING TRANSLATIONAL SCIENCES","WCM","",""
"3663","BILL & MELINDA GATES FOUNDATION","","","GATES FDN","",""
"12954","NEW YORK FARM VIABILITY INSTITUTE","2301","NYS DEPT OF AG & MARKETS","NY FARM VIABILITY INST","",""
"46621","NEW LIGHT TECHNOLOGIES INC.","1236","UNITED STATES CENSUS BUREAU","NLT","",""
"2216","NEW JERSEY INST. OF TECHNOLOGY","19473","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE-USDA","NJIT","",""
"5171","DIRECTORATE FOR MATHEMATICAL & PHYSICAL SCIENCES NSF","","","NSF","NSF MPS",""
"12954","NEW YORK FARM VIABILITY INSTITUTE","","","NY FARM VIABILITY INST","",""
"535","NATL AERONAUTICS & SPACE ADM","","","NASA","",""
"5172","DIRECTORATE FOR SOCIAL BEHAVIORAL & ECONOMIC SCIENCES NSF","","","NSF","NSF SBE",""
"5166","DIRECTORATE FOR BIOLOGICAL SCIENCES NSF","","","NSF","NSF BIO",""
"12954","NEW YORK FARM VIABILITY INSTITUTE","","","NY FARM VIABILITY INST","",""
"1306","NATL PARK SERVICE, DOI","","","US INTERIOR","NPS",""
"2046","MONSANTO","","","MONSANTO","",""
"2625","RUSSELL SAGE FDN","","","RUSSELL SAGE","",""
"50102","THE ASSOCIATION OF STATE FLOODPLAIN MANAGERS","3554","NATL OCEANIC AND ATMOSPHERIC ADMINISTRATION, DOC","ASFPM","",""
"809","ARIZONA STATE UNIVERSITY","","","ARIZONA STATE U","",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"1054","CENTRO INTERNACIONAL DE MEJORAMIENTO","660","AGENCY FOR INTERNATIONAL DEVELOPMENT","CIMMYT","",""
"1400","ELECTRIC POWER RESEARCH INSTITUE","","","EPRI","",""
"2057","MORRIS ANIMAL FOUNDATION","","","MORRIS ANIMAL","",""
"2057","MORRIS ANIMAL FOUNDATION","","","MORRIS ANIMAL","",""
"2312","NEW YORK STATE COUNCIL ON THE ARTS","","","NYS","NYSCA",""
"476","NATL INST OF HEALTH DHHS","","","DHHS","NIH",""
"1241","AIR FORCE OFFICE OF SCIENTIFIC RESEARCH","","","DOD","AF","AFOSR"
"943","BOYCE THOMPSON INSTITUTE","","","BTI","",""
"2993","AGRICULTURE RESEARCH SERVICE USDA","","","USDA","ARS",""
"875","BECKMAN FOUNDATION","","","BECKMAN FDN","",""
"1241","AIR FORCE OFFICE OF SCIENTIFIC RESEARCH","","","DOD","AF","AFOSR"
"490","DUKE UNIVERSITY","1284","OFFICE OF NAVAL RESEARCH DOD","DUKE U","",""
"26855","ADVANCED RESEARCH PROJECTS AGENCY - ENERGY","","","DOE","ARPA-E",""
"48941","INNER MONGOLIA YILI INDUSTRIAL GROUP CO. LTD.","","","YILI GROUP","",""
"2324","NEW YORK STATE ENERGY RESEARCH AND DEVELOPMENT AUTHORITY ","","","NYS","NYSERDA",""
"1981","MELLON, ANDREW W. FDN","","","MELLON","",""
"1917","LOUISIANA STATE UNIVERSITY","3388","AMERICAN KENNEL CLUB CANINE HEALTH FOUNDATION","LSU","",""
"8668","NATURE CONSERVANCY","","","NATURE CONSERVANCY","",""
"39942","IPEX MANAGEMENT INC.","","","IPEX","",""
